combination,sum_rewards,fuel_used,time_used
"[3, 2, 7, 6, 9]",4.0,3.564575522421592,99.25834349435233
"[3, 2, 7, 8, 4]",4.0,3.017462548307722,99.14286763181332
"[3, 2, 7, 8, 5]",4.0,3.8663700254455478,99.37646657237535
"[3, 2, 4, 8, 0]",4.0,3.453692290146652,99.20836866268102
"[3, 2, 4, 7, 8]",4.0,2.8479494161777006,99.12182177386812
"[3, 2, 8, 9, 1]",4.0,3.9985266039570826,99.19231482544593
"[7, 0, 3, 6, 5]",4.0,3.1467999295577584,99.08685919024808
"[7, 0, 3, 6, 2]",4.0,3.6041787213241445,99.12750332225562
"[7, 0, 3, 6, 1]",4.0,3.5893761764263967,99.04282179719512
"[7, 0, 3, 5, 9]",4.0,3.9443563264747725,99.0438172643328
"[7, 0, 3, 5, 6]",4.0,3.638159254105244,99.02527122611754
"[3, 1, 9, 4, 2]",4.0,3.995946906759429,99.16596026491686
"[7, 0, 3, 5, 1]",4.0,3.5046330847417013,99.0549588081201
"[3, 1, 9, 5, 0]",4.0,3.071390387728791,99.17325023650439
"[3, 1, 9, 5, 2]",4.0,3.9332817862386644,99.16357428759376
"[3, 1, 9, 5, 4]",4.0,3.870272819994457,99.12750083869824
"[3, 1, 9, 5, 6]",4.0,2.9352057026610363,99.14845218216006
"[3, 1, 9, 5, 7]",4.0,3.000589803577495,99.13614749540076
"[3, 1, 9, 5, 8]",4.0,3.5384289983727224,99.37647287453301
"[7, 0, 3, 4, 8]",4.0,3.8634045149193152,99.05518169039986
"[3, 1, 9, 6, 2]",4.0,3.968946694635089,99.12750332225565
"[3, 1, 9, 6, 4]",4.0,3.942738838643277,99.11165734891529
"[3, 1, 9, 6, 5]",4.0,3.5115679028696913,99.14844966826935
"[3, 1, 9, 6, 7]",4.0,3.0008256975417797,99.10841057868497
"[3, 1, 9, 6, 8]",4.0,3.6113374905782476,99.12694927828694
"[3, 1, 9, 7, 2]",4.0,3.998484155684459,99.11768620648671
"[3, 1, 9, 7, 4]",4.0,3.9723938130187064,99.11117783397488
"[3, 1, 9, 7, 5]",4.0,3.6410991221927373,99.13614421921741
"[3, 1, 9, 7, 6]",4.0,3.0660914565063133,99.10840976302273
"[3, 1, 9, 7, 8]",4.0,3.641448209220443,99.12182177386812
"[7, 0, 3, 6, 4]",4.0,3.577970865332335,99.03963392589043
"[3, 1, 9, 0, 8]",4.0,3.5732420757221517,99.14212236669344
"[3, 2, 4, 7, 6]",4.0,2.2725926634635663,99.24723379039486
"[3, 1, 9, 0, 7]",4.0,2.9933659547409457,99.18514938728578
"[7, 0, 5, 3, 2]",4.0,3.5929657870081986,99.1067238192185
"[3, 1, 7, 9, 0]",4.0,3.8044782593102413,99.0662438867687
"[7, 0, 5, 3, 1]",4.0,3.526706309399581,99.04818491077665
"[7, 0, 5, 2, 4]",4.0,3.774584842961131,99.07986319931848
"[7, 0, 5, 1, 9]",4.0,2.953189590036536,99.07461887688342
"[7, 0, 5, 1, 6]",4.0,3.487442346102431,99.06800187196144
"[7, 0, 5, 1, 3]",4.0,3.443310669983815,99.08303857325372
"[3, 1, 8, 2, 4]",4.0,3.189206401702499,99.05116540559717
"[3, 1, 8, 4, 2]",4.0,3.107186421743548,99.07986688375291
"[3, 1, 8, 4, 6]",4.0,3.9395251931287554,99.0636444433191
"[3, 1, 8, 4, 7]",4.0,3.904873208239874,99.07024522872
"[3, 1, 8, 6, 5]",4.0,3.844930723647579,99.02526871222683
"[3, 1, 8, 6, 7]",4.0,3.3341885183196602,99.10841057868497
"[3, 1, 8, 7, 5]",4.0,3.8746647192733477,99.05081867663854
"[3, 1, 8, 7, 6]",4.0,3.2996570535869134,99.10840976302275
"[7, 0, 3, 8, 6]",4.0,3.875240038792544,99.18001454216414
"[7, 0, 3, 8, 4]",4.0,3.529729777629375,99.14286763181332
"[7, 0, 3, 8, 2]",4.0,3.6127293941976064,99.20970900473345
"[7, 0, 3, 6, 8]",4.0,3.2465695172672984,99.07388464006614
"[3, 1, 9, 0, 2]",4.0,3.92972330483967,99.20308496697976
"[3, 1, 9, 0, 4]",4.0,3.90282681889721,99.11618824496955
"[3, 1, 9, 0, 5]",4.0,2.3988118836990493,99.17324912314868
"[3, 1, 9, 0, 6]",4.0,2.9282945970629077,99.33255686448683
"[3, 1, 9, 8, 2]",4.0,3.940138961257934,99.20970900473347
"[3, 1, 9, 8, 4]",4.0,3.857139344689711,99.14286763181332
"[7, 0, 3, 4, 2]",4.0,3.712601982013255,99.02247129631029
"[7, 0, 3, 2, 8]",4.0,3.9849559434146924,99.12663483155512
"[7, 0, 1, 3, 2]",4.0,3.705947550962926,99.10672381921846
"[7, 0, 1, 2, 4]",4.0,3.890938289217778,99.05116540559717
"[6, 9, 7, 8, 4]",4.0,3.959975571907702,99.0551797728959
"[3, 2, 1, 9, 0]",4.0,3.7666540198024983,99.21182449323904
"[3, 2, 4, 0, 1]",4.0,3.8370627881743644,99.12381691471255
"[3, 2, 4, 0, 9]",4.0,3.6765634821583033,99.13903131856904
"[6, 9, 7, 3, 8]",4.0,3.7654990316797865,99.13738821786832
"[6, 9, 7, 3, 5]",4.0,3.62891212174309,99.2096373718037
"[3, 2, 4, 5, 0]",4.0,3.4618239016689403,99.17325023650439
"[3, 2, 4, 5, 1]",4.0,3.1921130472376062,99.14011467565948
"[3, 2, 4, 5, 6]",4.0,3.325639216601139,99.14845218216006
"[3, 2, 4, 5, 7]",4.0,3.391023317517612,99.13614749540076
"[3, 2, 4, 5, 8]",4.0,3.9288625123128265,99.37647287453306
"[3, 2, 4, 5, 9]",4.0,3.631836288970681,99.1772411719771
"[3, 2, 4, 6, 0]",4.0,3.482761821050815,99.33254932180135
"[3, 2, 4, 6, 1]",4.0,3.2606516098459872,99.1183455163998
"[3, 2, 4, 6, 5]",4.0,2.8180753629773525,99.14844966826935
"[3, 2, 4, 6, 7]",4.0,2.30733315764944,99.24723460605705
"[3, 2, 4, 6, 8]",4.0,2.9178449506858986,99.12694927828694
"[3, 2, 4, 6, 9]",4.0,3.6975837588944604,99.13024549756135
"[3, 2, 4, 7, 0]",4.0,3.510973440284517,99.18514473387691
"[3, 2, 4, 7, 1]",4.0,3.2894283378058393,99.11681964756286
"[3, 2, 4, 7, 5]",4.0,2.847600329150003,99.13614421921741
"[7, 0, 1, 3, 4]",4.0,3.6647757745865777,99.07616376948225
"[7, 0, 1, 3, 5]",4.0,3.1960439504358833,99.20963737180364
"[7, 0, 1, 3, 6]",4.0,2.7067396813907014,99.11955141554336
"[3, 2, 0, 9, 1]",4.0,3.995639544676874,99.31000997715752
"[7, 0, 3, 2, 4]",4.0,3.7527941217803433,99.1085609930398
"[7, 0, 3, 1, 9]",4.0,3.996741644188353,99.0746188768834
"[7, 0, 3, 1, 5]",4.0,3.950441107338607,99.05496178928846
"[7, 0, 1, 9, 6]",4.0,3.638190361883189,99.09822562474315
"[7, 0, 1, 9, 5]",4.0,3.059773106172723,99.11053112671193
"[7, 0, 1, 9, 3]",4.0,3.59417697497761,99.08657996449898
"[7, 0, 1, 8, 6]",4.0,3.971553182661091,99.02082062750178
"[7, 0, 1, 8, 4]",4.0,3.6260429214979193,99.0551797728959
"[7, 0, 1, 8, 3]",4.0,3.964135648432628,99.13738727678336
"[7, 0, 1, 8, 2]",4.0,3.7090425380661487,99.04356444279988
"[7, 0, 1, 6, 8]",4.0,3.3825629575289615,99.02082000184535
"[7, 0, 1, 3, 8]",4.0,3.332630860372665,99.1373882178683
"[7, 0, 1, 6, 5]",4.0,3.2827933698204044,99.02526871222683
"[7, 0, 1, 6, 4]",4.0,3.713964305593986,99.03963392589043
"[7, 0, 1, 6, 3]",4.0,2.7508081376559157,99.02886954718471
"[7, 0, 1, 6, 2]",4.0,3.7401721615858,99.12750332225566
"[7, 0, 1, 5, 9]",4.0,3.010492204776073,99.11052921815495
"[7, 0, 1, 5, 6]",4.0,2.704295132406589,99.08686170413881
"[7, 0, 1, 5, 4]",4.0,3.6393622497400173,99.08815684484901
"[7, 0, 1, 5, 3]",4.0,2.660252625420025,99.20963854795107
"[3, 2, 1, 0, 9]",4.0,3.651287822524667,99.13903131856904
"[7, 0, 1, 5, 2]",4.0,3.7023712159842277,99.05751899968894
"[3, 2, 8, 9, 0]",4.0,3.7231046259269176,99.13903419000387
"[6, 9, 1, 8, 4]",4.0,3.8939993191234525,99.14286763181332
"[7, 2, 6, 3, 9]",4.0,3.491617054753071,99.23510371704063
"[3, 4, 5, 7, 8]",4.0,3.807591256580594,99.08343156063644
"[6, 8, 4, 2, 1]",4.0,3.206274193587413,99.08607036878249
"[6, 8, 4, 2, 0]",4.0,3.437231592644165,99.20308711207824
"[6, 8, 4, 0, 9]",4.0,3.4592995590449784,99.06624101533387
"[6, 8, 4, 0, 5]",4.0,3.955918955204849,99.09316179541275
"[3, 4, 5, 9, 0]",4.0,3.6245530522887157,99.13903419000387
"[3, 4, 5, 9, 1]",4.0,3.8999750303188794,99.19231482544593
"[6, 8, 4, 0, 1]",4.0,3.619798865061042,99.06821921909317
"[6, 8, 3, 9, 5]",4.0,3.6492108032156736,99.24395503435623
"[3, 4, 6, 0, 1]",4.0,3.6349024984945038,99.06821921909317
"[3, 4, 6, 0, 5]",4.0,3.971022588638333,99.09316179541275
"[6, 8, 3, 9, 1]",4.0,3.254075151171892,99.19231482544592
"[3, 4, 6, 0, 9]",4.0,3.474403192478498,99.10263616695146
"[3, 4, 6, 1, 0]",4.0,3.415396028098707,99.04042369622148
"[6, 8, 3, 9, 0]",4.0,2.978653173141719,99.21182449323904
"[3, 4, 6, 1, 5]",4.0,3.4833862966364593,99.05496178928846
"[6, 8, 3, 7, 9]",4.0,2.974284203961817,99.17819530739531
"[6, 8, 3, 7, 5]",4.0,2.0964228399851628,99.17880699050686
"[3, 4, 6, 1, 9]",4.0,3.529686833486192,99.07461887688342
"[6, 8, 3, 7, 4]",4.0,2.427717530811117,99.17258217573976
"[6, 8, 3, 7, 2]",4.0,2.453807873476867,99.18906075877607
"[6, 8, 3, 7, 1]",4.0,2.5382508486410056,99.18075011303003
"[6, 8, 3, 7, 0]",4.0,2.759795951119685,99.18514473387688
"[3, 4, 6, 2, 8]",4.0,3.466444200000682,99.20970711252191
"[6, 8, 4, 2, 3]",4.0,2.234729442604385,99.10672355666354
"[3, 4, 5, 7, 6]",4.0,3.2322345038664633,99.10840976302275
"[3, 4, 5, 0, 1]",4.0,3.613964579112662,99.09601806690286
"[6, 8, 4, 2, 5]",4.0,2.765183566940239,99.16357237315002
"[6, 8, 4, 7, 3]",4.0,2.0992784552547743,99.11514796755677
"[6, 8, 4, 7, 2]",4.0,2.9877214395283938,99.1176862064867
"[6, 8, 4, 7, 1]",4.0,3.0721644146925122,99.07419933725143
"[3, 4, 5, 0, 9]",4.0,3.4534652730966,99.10263616695146
"[3, 4, 5, 1, 0]",4.0,3.3468574654903263,99.06822254403117
"[6, 8, 4, 7, 0]",4.0,3.2937095171711945,99.0938477975654
"[3, 4, 5, 1, 6]",4.0,3.9954010269437186,99.06800187196144
"[6, 8, 4, 5, 9]",4.0,3.414572365857347,99.11052921815495
"[6, 8, 4, 5, 7]",4.0,3.1737593944042812,99.09348472411132
"[3, 4, 5, 1, 9]",4.0,3.4611482708778243,99.07461887688342
"[6, 8, 4, 5, 3]",4.0,3.06433278650125,99.20963854795106
"[6, 8, 4, 5, 1]",4.0,2.9748491241242796,99.09753674188978
"[6, 8, 4, 5, 0]",4.0,3.2445599785556087,99.09316290876846
"[6, 8, 4, 3, 9]",4.0,3.432633663484456,99.08657700690155
"[6, 8, 4, 3, 7]",4.0,2.126901241610656,99.1151499741945
"[6, 8, 4, 3, 5]",4.0,2.550837045575511,99.20963737180355
"[6, 8, 4, 3, 2]",4.0,3.0607406461025284,99.10672381921849
"[6, 8, 4, 3, 1]",4.0,2.994481168493951,99.08303429221759
"[3, 4, 5, 6, 7]",4.0,3.1669389122469713,99.10841057868497
"[3, 4, 5, 6, 8]",4.0,3.777450705283448,99.12694927828694
"[6, 8, 4, 3, 0]",4.0,3.242813870855268,99.14720720429088
"[6, 8, 4, 2, 9]",4.0,3.6402683466373555,99.09005900799501
"[6, 8, 4, 2, 7]",4.0,2.193186199925006,99.11768577956565
"[6, 8, 3, 5, 9]",4.0,2.764433820759818,99.24395312579925
"[3, 4, 6, 5, 0]",4.0,3.308357004520691,99.09316290876846
"[3, 4, 6, 5, 1]",4.0,3.0386461500893573,99.0549588081201
"[6, 8, 3, 5, 7]",4.0,2.523620849306756,99.22147303797964
"[6, 8, 3, 2, 4]",4.0,2.5728716160653566,99.36684113653163
"[3, 4, 7, 1, 9]",4.0,3.5584635614460653,99.0746188768834
"[6, 8, 3, 1, 9]",4.0,2.8168191384733925,99.192314028595
"[6, 8, 3, 1, 7]",4.0,3.4166660656601526,99.15944623256615
"[6, 8, 3, 1, 5]",4.0,2.770518601623647,99.1826955905975
"[3, 4, 7, 2, 8]",4.0,3.395975407899672,99.12663483155512
"[3, 4, 7, 5, 0]",4.0,3.3378819706933553,99.09316290876846
"[3, 4, 7, 5, 1]",4.0,3.068171116262011,99.0549588081201
"[3, 4, 7, 5, 6]",4.0,3.2016972856255586,99.0868617041388
"[6, 8, 3, 1, 0]",4.0,2.7025283330858882,99.17941793526995
"[3, 4, 7, 5, 9]",4.0,3.5078943579950823,99.11052921815497
"[3, 4, 7, 6, 0]",4.0,3.2893210225108316,99.33254932180147
"[3, 4, 7, 6, 1]",4.0,3.0672108113060093,99.1183455163998
"[3, 4, 7, 6, 2]",4.0,3.082013356202655,99.12750332225566
"[3, 4, 7, 6, 5]",4.0,2.6246345644373723,99.14844966826935
"[3, 4, 7, 6, 8]",4.0,2.7244041521458167,99.12694927828694
"[3, 4, 7, 6, 9]",4.0,3.5041429603544767,99.13024549756135
"[6, 8, 3, 0, 9]",4.0,2.7877579886221535,99.17542647018662
"[6, 8, 3, 0, 7]",4.0,3.878931455823916,99.18514938728579
"[3, 4, 7, 8, 2]",4.0,3.040029602808813,99.12663672376668
"[6, 8, 3, 0, 5]",4.0,3.2843773847820215,99.17324912314868
"[3, 4, 7, 8, 6]",4.0,3.302540247403779,99.07388526572257
"[3, 4, 7, 9, 0]",4.0,3.718178456444705,99.0662438867687
"[3, 4, 7, 1, 5]",4.0,3.5121630245963344,99.05496178928846
"[6, 8, 3, 2, 5]",4.0,3.962796191876949,99.37568294895966
"[3, 4, 7, 1, 0]",4.0,3.4441727560585793,99.04042369622147
"[6, 8, 3, 5, 1]",4.0,2.324710579026747,99.22527054319883
"[3, 4, 6, 5, 7]",4.0,3.237556420369362,99.05082195282188
"[6, 8, 3, 5, 4]",4.0,3.3933038657237145,99.24553282024591
"[3, 4, 6, 5, 9]",4.0,3.4783693918224303,99.04381726433282
"[3, 4, 6, 7, 0]",4.0,3.3869251208192246,99.18514473387691
"[3, 4, 6, 7, 1]",4.0,3.1653800183405516,99.11681964756286
"[3, 4, 6, 7, 2]",4.0,3.080937043176416,99.11768620648671
"[3, 4, 6, 7, 5]",4.0,2.7235520096847106,99.13614421921741
"[3, 4, 6, 7, 8]",4.0,2.723901096712407,99.12182177386812
"[3, 4, 6, 7, 9]",4.0,3.6014133736613636,99.12615189745243
"[6, 8, 3, 5, 2]",4.0,3.4563128319679217,99.26962957549857
"[3, 4, 6, 8, 2]",4.0,3.1099251373169956,99.04356444279988
"[3, 4, 7, 0, 9]",4.0,3.5026148117121827,99.10263616695146
"[6, 8, 3, 5, 0]",4.0,2.5944214334580864,99.25333756424031
"[3, 4, 6, 8, 7]",4.0,3.3379928264761536,99.04504299285088
"[3, 4, 6, 9, 0]",4.0,3.690300522212506,99.0662438867687
"[3, 4, 6, 9, 1]",4.0,3.965722500242664,99.07461967373435
"[6, 8, 3, 4, 7]",4.0,3.33036626279459,99.15211768440652
"[6, 8, 3, 4, 5]",4.0,3.8705270458054652,99.16684481659367
"[6, 8, 3, 4, 2]",4.0,2.5326794762982736,99.16596026491686
"[3, 4, 7, 0, 1]",4.0,3.6631141177282434,99.09601806690286
"[3, 4, 7, 0, 5]",4.0,3.9992342078720493,99.1732491231487
"[6, 8, 3, 2, 7]",4.0,3.390798824861707,99.40318398872313
"[6, 8, 4, 7, 5]",4.0,2.6303364060366796,99.09348144792797
"[6, 8, 4, 7, 9]",4.0,3.5081977700133296,99.07410848750955
"[6, 9, 1, 8, 2]",4.0,3.976998935691677,99.12663672376667
"[6, 9, 0, 5, 7]",4.0,3.027739733715452,99.13614749540076
"[6, 9, 0, 5, 3]",4.0,2.9183131258124213,99.20963854795107
"[6, 9, 0, 5, 2]",4.0,3.960431716376619,99.16357428759376
"[6, 9, 0, 5, 1]",4.0,2.828829463435422,99.09753674188978
"[6, 9, 0, 3, 8]",4.0,3.565324304605586,99.26531068118179
"[6, 9, 0, 3, 7]",4.0,3.0048015907039445,99.17000138962568
"[6, 9, 0, 3, 5]",4.0,3.4287373946688042,99.20963737180361
"[6, 9, 0, 3, 4]",4.0,3.8974692188194875,99.1741216418084
"[6, 9, 0, 3, 2]",4.0,3.9386409951958226,99.34366401117127
"[6, 9, 0, 3, 1]",4.0,3.872381517587236,99.15273305509947
"[6, 9, 0, 1, 8]",4.0,3.661637448474124,99.06268666375875
"[6, 9, 0, 1, 7]",4.0,3.141020737006624,99.05289545678755
"[6, 9, 0, 1, 5]",4.0,2.49487327297011,99.05496178928846
"[6, 9, 0, 1, 3]",4.0,3.0312948897671492,99.04818919181278
"[3, 4, 0, 9, 1]",4.0,3.9447022235065066,99.07461967373435
"[6, 8, 9, 1, 5]",4.0,3.6627549759370317,99.09753972305813
"[6, 8, 9, 1, 0]",4.0,3.59476470739924,99.09602139184086
"[6, 8, 9, 0, 5]",4.0,3.652859078703925,99.09316179541274
"[6, 8, 9, 0, 1]",4.0,3.316738988560111,99.06821921909315
"[6, 8, 7, 9, 5]",4.0,3.7250448224035173,99.11053112671193
"[6, 8, 7, 9, 1]",4.0,3.329909170359724,99.07461967373435
"[6, 8, 7, 9, 0]",4.0,3.0544871923295585,99.0662438867687
"[6, 8, 7, 5, 9]",4.0,2.8442030938799476,99.11052921815495
"[6, 8, 7, 5, 4]",4.0,3.47307313884383,99.08815684484901
"[6, 9, 0, 5, 4]",4.0,3.8974227501324124,99.12750083869824
"[6, 9, 0, 5, 8]",4.0,3.5655789285106727,99.37647287453301
"[6, 8, 4, 9, 0]",4.0,3.5729867977237575,99.17542934162145
"[6, 9, 0, 7, 2]",4.0,3.976416632892306,99.11768620648671
"[6, 9, 1, 7, 8]",4.0,3.6808699766560395,99.12182177386812
"[6, 9, 1, 7, 5]",4.0,3.6805208896283403,99.13614421921741
"[6, 9, 1, 7, 3]",4.0,3.149462938846438,99.11514796755677
"[6, 9, 1, 5, 8]",4.0,3.5754748257438,99.37647287453291
"[6, 9, 1, 5, 7]",4.0,3.037635630948589,99.13614749540076
"[6, 9, 1, 5, 4]",4.0,3.907318647365541,99.12750083869824
"[6, 9, 1, 5, 3]",4.0,2.9282090230455475,99.20963854795107
"[6, 9, 1, 5, 2]",4.0,3.9703276136097503,99.16357428759376
"[6, 9, 1, 5, 0]",4.0,3.108436215099857,99.1732502365044
"[6, 9, 1, 3, 8]",4.0,3.6005872579982006,99.13738821786832
"[6, 9, 1, 3, 7]",4.0,3.0400645440965675,99.1151499741945
"[6, 9, 1, 3, 5]",4.0,3.4640003480614188,99.20963737180365
"[6, 9, 1, 3, 4]",4.0,3.9327321722120985,99.10881639359097
"[6, 9, 1, 3, 2]",4.0,3.9739039485884557,99.10672381921846
"[6, 9, 1, 0, 7]",4.0,3.6329791436481504,99.18514938728579
"[6, 9, 1, 0, 5]",4.0,3.038425072606263,99.17324912314868
"[6, 9, 1, 0, 3]",4.0,3.5494796332437977,99.14720591893101
"[6, 9, 0, 8, 4]",4.0,3.8917694384094292,99.0990237023546
"[6, 9, 0, 8, 2]",4.0,3.9747690549776533,99.12663672376668
"[6, 9, 0, 7, 8]",4.0,3.6193806864282876,99.12182177386812
"[6, 9, 0, 7, 5]",4.0,3.6190315994005777,99.13614421921741
